time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-21T23:54:25.240Z,38.8375015,-122.8108368,1.85,1.18,md,8,97,0.0141,0.01,nc,nc73708581,2022-03-22T01:51:13.463Z,"8km WNW of Cobb, CA",earthquake,0.4,1.36,,1,automatic,nc,nc
2022-03-21T23:53:13.930Z,17.9791666666667,-66.8648333333333,13.17,1.91,md,6,179,,0.11,pr,pr71341173,2022-03-22T00:15:58.510Z,"2 km E of Maria Antonia, Puerto Rico",earthquake,1.24,0.81,0.18014030808428,5,reviewed,pr,pr
2022-03-21T23:47:43.220Z,35.8841667,-117.6808333,4.94,0.51,ml,13,84,0.06823,0.04,ci,ci39973871,2022-03-22T00:25:36.927Z,"21km ESE of Little Lake, CA",earthquake,0.11,0.23,0.039,4,reviewed,ci,ci
2022-03-21T23:43:28.240Z,39.417,-110.3053333,-2.46,1.64,ml,9,198,0.01687,0.13,uu,uu60486622,2022-03-22T14:01:41.480Z,"16 km SSE of Sunnyside, Utah",earthquake,0.38,1.04,0.084,2,reviewed,uu,uu
2022-03-21T23:42:32.980Z,17.9936666666667,-66.9598333333333,10.05,2.08,md,4,161,,0.02,pr,pr71341168,2022-03-22T00:05:16.320Z,"4 km W of Fuig, Puerto Rico",earthquake,1.89,1.29,0.147959645483276,3,reviewed,pr,pr
2022-03-21T23:41:44.940Z,33.1163333,-116.0783333,9.9,2.28,ml,86,28,0.08478,0.19,ci,ci39973863,2022-03-22T00:05:17.000Z,"6km ESE of Ocotillo Wells, CA",earthquake,0.13,0.45,0.183,26,reviewed,ci,ci
2022-03-21T23:39:26.851Z,38.8895,-119.6331,1.4,1,ml,7,133.92,0.019,0.1544,nn,nn00835878,2022-03-23T21:25:20.736Z,"3 km NNE of Carter Springs, Nevada",earthquake,,4.4,0.39,4,reviewed,nn,nn
2022-03-21T23:32:14.550Z,37.5756667,-118.8003333,6.11,0.89,md,16,215,0.02698,0.05,nc,nc73708571,2022-03-22T04:26:12.398Z,"11km W of Toms Place, CA",earthquake,0.53,0.62,0.251,15,reviewed,nc,nc
2022-03-21T23:27:15.670Z,45.79966666666667,-122.48816666666667,-0.88,1.57,md,5,333,0.1413,0.12,uw,uw61815087,2022-03-22T18:05:46.670Z,"2 km ESE of Lewisville, Washington",explosion,3.14,31.61,0.3003868705913608,3,reviewed,uw,uw
2022-03-21T23:26:18.019Z,35.11166667,-95.5465,7.32,1.04,ml,26,97,0.1106782811,0.3,ok,ok2022fqdd,2022-03-22T16:22:48.884Z,"11 km E of Crowder, Oklahoma",earthquake,,1.1,0.27,8,reviewed,ok,ok
2022-03-21T23:24:07.400Z,19.1706657409668,-155.46516418457,33.5800018310547,2.02999997,md,29,105,,0.119999997,hv,hv72958442,2022-03-21T23:27:12.410Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.8,0.689999998,1.25999999,8,automatic,hv,hv
2022-03-21T23:17:22.489Z,35.10883333,-95.5405,7.18,1.73,ml,32,97,0.1097784577,0.26,ok,ok2022fqcv,2022-03-22T16:04:37.902Z,"11 km E of Crowder, Oklahoma",earthquake,,0.9,0.2,5,reviewed,ok,ok
2022-03-21T23:16:32.550Z,39.4226667,-110.3263333,-1.16,1.09,md,5,177,0.001721,0.01,uu,uu60486617,2022-03-22T13:31:23.820Z,"15 km SSE of Sunnyside, Utah",earthquake,1.63,0.33,0.2,3,reviewed,uu,uu
2022-03-21T23:16:03.485Z,61.4117,-147.2059,19.9,1.4,ml,,,,0.78,ak,ak0223oos658,2022-03-21T23:37:49.713Z,"50 km SSE of Glacier View, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-21T23:13:43.970Z,35.0455,-117.6671667,-0.82,1.43,ml,21,91,0.1134,0.22,ci,ci39973839,2022-03-21T23:51:37.046Z,"5km NNW of Boron, CA",quarry blast,0.53,31.61,0.136,25,reviewed,ci,ci
2022-03-21T23:10:18.950Z,19.155,-155.4735,32.87,2.87,md,54,139,,0.11,hv,hv72958422,2022-03-23T21:22:46.330Z,"5 km S of Pāhala, Hawaii",earthquake,0.4,0.57,0.155864109605568,22,reviewed,hv,hv
2022-03-21T23:09:11.085Z,23.921,122.2383,19.24,4.9,mwr,,96,0.64,0.72,us,us6000h6jc,2022-03-22T07:08:12.881Z,"64 km E of Hualien City, Taiwan",earthquake,4.7,4.3,0.066,22,reviewed,us,us
2022-03-21T23:01:00.050Z,19.3446666666667,-155.059166666667,2.27,1.33,md,22,188,,0.15,hv,hv72958407,2022-03-22T03:57:01.090Z,"15 km SSE of Fern Forest, Hawaii",earthquake,0.36,0.51,0.0757745913127459,9,reviewed,hv,hv
2022-03-21T22:57:53.890Z,38.8241653,-122.8431702,1.95,0.86,md,13,77,0.006444,0.01,nc,nc73708566,2022-03-21T22:59:29.666Z,"9km NW of The Geysers, CA",earthquake,0.27,0.64,,1,automatic,nc,nc
2022-03-21T22:57:16.090Z,18.2046666666667,-67.1971666666667,17.48,2.37,md,11,149,,0.13,pr,pr71341148,2022-03-21T23:11:43.460Z,"6 km W of Mayagüez, Puerto Rico",earthquake,0.4,0.43,0.147038041908394,5,reviewed,pr,pr
2022-03-21T22:56:07.440Z,33.6483333,-116.705,13.59,0.32,ml,15,73,0.03314,0.08,ci,ci39973831,2022-03-22T00:07:41.251Z,"10km S of Idyllwild, CA",earthquake,0.26,0.56,0.097,5,reviewed,ci,ci
2022-03-21T22:55:46.870Z,38.839,-122.8103333,2.65,-0.04,md,16,57,0.01558,0.04,nc,nc73708561,2022-03-22T04:06:05.817Z,"8km WNW of Cobb, CA",earthquake,0.23,0.3,0.039,2,reviewed,nc,nc
2022-03-21T22:53:38.560Z,38.8251648,-122.7868347,1.56,0.84,md,7,143,0.01282,0.01,nc,nc73708556,2022-03-21T23:10:13.539Z,"6km W of Cobb, CA",earthquake,0.68,1.36,,1,automatic,nc,nc
2022-03-21T22:52:19.500Z,19.3531666666667,-155.074666666667,6.13,2.08,ml,42,163,,0.15,hv,hv72958402,2022-03-21T23:10:57.500Z,"13 km SSE of Fern Forest, Hawaii",earthquake,0.36,0.42,0.17090897502994,16,reviewed,hv,hv
2022-03-21T22:52:00.120Z,47.7616667,-113.8091667,9.61,-0.2,md,6,249,0.17,0.1,mb,mb80541194,2022-03-22T14:31:36.800Z,"18 km S of Swan Lake, Montana",earthquake,1.54,2.97,0.061,2,reviewed,mb,mb
2022-03-21T22:48:27.400Z,33.7815,-117.8131667,7.12,0.76,ml,18,123,0.02652,0.16,ci,ci39973815,2022-03-21T23:25:00.808Z,"3km NW of North Tustin, CA",earthquake,0.46,0.45,0.107,8,reviewed,ci,ci
2022-03-21T22:46:22.890Z,52.0376666666667,178.308333333333,1.09,2.09,ml,5,327,,0.1,av,av91052348,2022-03-23T02:26:58.900Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.35,2.35,0.287353731262231,5,reviewed,av,av
2022-03-21T22:44:38.950Z,49.157333333333334,-122.12033333333333,-0.67,0.97,md,7,276,0.4005,0.31,uw,uw61815082,2022-03-22T17:59:50.210Z,"12 km W of Chilliwack, Canada",explosion,4.04,31.61,0.0755686843202521,3,reviewed,uw,uw
2022-03-21T22:42:00.400Z,17.94,-67.0155,8.99,1.91,md,4,233,,0.1,pr,pr71341143,2022-03-21T22:56:30.990Z,"5 km SE of La Parguera, Puerto Rico",earthquake,1.1,0.89,0.0408298855250153,3,reviewed,pr,pr
2022-03-21T22:35:18.359Z,59.2472,-152.199,65,1.7,ml,,,,0.31,ak,ak0223ooauaj,2022-03-21T22:54:12.944Z,"19 km SW of Nanwalek, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-03-21T22:25:51.690Z,19.1873340606689,-155.484664916992,32.9000015258789,2.17000008,md,42,73,,0.129999995,hv,hv72958377,2022-03-21T22:29:00.870Z,"1 km SSW of Pāhala, Hawaii",earthquake,0.53,0.769999981,0.479999989,25,automatic,hv,hv
2022-03-21T22:25:40.800Z,33.0626667,-115.0056667,-0.2,1.89,ml,12,83,0.09313,0.23,ci,ci39973799,2022-03-22T00:06:20.869Z,"45km NE of Holtville, CA",quarry blast,0.62,31.61,0.089,4,reviewed,ci,ci
2022-03-21T22:19:07.568Z,37.0831,-116.7262,0,1.3,ml,22,113.02,0.153,0.1829,nn,nn00835743,2022-03-22T02:38:46.298Z,"19 km N of Beatty, Nevada",earthquake,,0,0.61,15,reviewed,nn,nn
2022-03-21T22:14:58.797Z,62.9611,-150.8457,34.1,1.3,ml,,,,1.48,ak,ak0223oo6fdf,2022-03-21T22:37:15.138Z,"51 km N of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-03-21T22:08:47.030Z,19.1853332519531,-155.468826293945,35.6599998474121,1.87,md,35,101,,0.100000001,hv,hv72958362,2022-03-21T22:11:52.720Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.49,0.660000026,1.60000002,10,automatic,hv,hv
2022-03-21T22:06:31.180Z,38.8341675,-122.8193359,2.12,0.85,md,9,93,0.01296,0.01,nc,nc73708551,2022-03-21T22:32:12.428Z,"8km NW of The Geysers, CA",earthquake,0.37,1.08,,1,automatic,nc,nc
2022-03-21T21:56:40.510Z,38.8228333,-122.7876667,1.57,1.19,md,41,31,0.01101,0.03,nc,nc73708546,2022-03-22T00:33:14.006Z,"6km W of Cobb, CA",earthquake,0.12,0.21,0.085,9,reviewed,nc,nc
2022-03-21T21:50:16.880Z,38.8353348,-122.8106689,2.02,0.85,md,9,61,0.01193,0.01,nc,nc73708536,2022-03-21T21:51:54.181Z,"8km W of Cobb, CA",earthquake,0.46,1.61,,1,automatic,nc,nc
2022-03-21T21:47:59.720Z,17.8901666666667,-66.8621666666667,17.24,1.56,md,5,240,,0.05,pr,pr71341193,2022-03-22T00:37:58.370Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.89,0.68,0.0205811796607023,5,reviewed,pr,pr
2022-03-21T21:43:34.630Z,38.831,-122.7551667,1.41,-0.15,md,16,141,0.006952,0.03,nc,nc71127484,2022-03-22T03:13:59.824Z,"3km WNW of Cobb, CA",earthquake,0.23,0.44,0.027,2,reviewed,nc,nc
2022-03-21T21:42:22.990Z,38.768,-122.7366667,0.1,0.02,md,8,157,0.01123,0.05,nc,nc73708521,2022-03-21T23:47:15.734Z,"2km ESE of The Geysers, CA",earthquake,0.34,0.68,,1,reviewed,nc,nc
2022-03-21T21:37:08.410Z,17.927,-66.9328333333333,14.76,2.51,md,13,223,,0.09,pr,pr71341128,2022-03-21T21:50:37.340Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.38,0.36,0.167875171222911,6,reviewed,pr,pr
2022-03-21T21:25:42.549Z,35.10416667,-95.53633333,7.63,1.17,ml,28,98,0.112477928,0.26,ok,ok2022fpze,2022-03-22T15:56:59.231Z,"12 km E of Crowder, Oklahoma",earthquake,,0.9,0.38,4,reviewed,ok,ok
2022-03-21T21:24:04.090Z,38.8251667,-122.7886667,1.05,0.49,md,8,128,0.01329,0.01,nc,nc73708511,2022-03-21T23:28:40.717Z,"6km W of Cobb, CA",earthquake,0.57,1.49,,1,reviewed,nc,nc
2022-03-21T21:20:20.784Z,38.8895,-119.6413,0,0.9,ml,7,140.73,0.025,0.1787,nn,nn00835877,2022-03-23T21:16:04.799Z,"3 km N of Carter Springs, Nevada",earthquake,,5.4,0.23,3,reviewed,nn,nn
2022-03-21T21:19:25.271Z,38.8809,-119.6264,2.7,0.4,ml,4,252.93,0.019,0.1135,nn,nn00835876,2022-03-23T21:09:52.828Z,"California-Nevada border region",earthquake,,3.2,0,1,reviewed,nn,nn
2022-03-21T21:13:57.262Z,60.9206,-147.3355,25.6,1.7,ml,,,,1.01,ak,ak0223onkrt0,2022-03-21T21:29:40.947Z,"36 km W of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-21T21:08:49.510Z,17.9743333333333,-66.7935,11.31,2.44,md,6,206,,0.09,pr,pr71341123,2022-03-21T21:23:12.750Z,"3 km SE of Indios, Puerto Rico",earthquake,0.53,0.87,0.0388411305847716,3,reviewed,pr,pr
2022-03-21T21:08:20.520Z,45.32533333333333,-121.68516666666666,5.72,0.56,ml,8,148,0.02435,0.13,uw,uw61815067,2022-03-22T16:17:05.920Z,"5 km ENE of Government Camp, Oregon",earthquake,0.48,0.68,0.14772391221750322,3,reviewed,uw,uw
2022-03-21T21:07:23.927Z,60.9928,-147.3256,21.7,1.7,ml,,,,1.08,ak,ak0223onjf2f,2022-03-21T21:18:55.459Z,"37 km WNW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-21T21:07:11.720Z,38.8245,-122.7886667,1.88,0.23,md,10,83,0.01284,0.02,nc,nc73708506,2022-03-21T23:32:13.655Z,"6km W of Cobb, CA",earthquake,0.41,1.14,0.285,2,reviewed,nc,nc
2022-03-21T21:04:05.830Z,17.9621666666667,-67.2653333333333,5.57,1.57,md,3,341,,0.04,pr,pr71341178,2022-03-22T00:01:05.300Z,"8 km W of Pole Ojea, Puerto Rico",earthquake,1.18,5.05,0.0351067060631121,3,reviewed,pr,pr
2022-03-21T20:59:05.370Z,47.7633333,-113.7851667,8.25,1.03,ml,13,144,0.182,0.13,mb,mb80541169,2022-03-21T21:30:58.670Z,"18 km SSE of Swan Lake, Montana",earthquake,0.58,3.29,0.194,3,reviewed,mb,mb
2022-03-21T20:57:51.140Z,47.762,-113.7806667,8.39,1.18,ml,16,144,0.186,0.16,mb,mb80541164,2022-03-21T21:26:45.990Z,"19 km SSE of Swan Lake, Montana",earthquake,0.59,2.9,0.164,3,reviewed,mb,mb
2022-03-21T20:48:46.080Z,19.150333404541,-155.466827392578,33.1199989318848,2.00999999,md,36,169,,0.159999996,hv,hv72958282,2022-03-21T20:51:48.920Z,"5 km SSE of Pāhala, Hawaii",earthquake,0.79,1.19000006,1.02999997,12,automatic,hv,hv
2022-03-21T20:46:56.190Z,38.7873344,-122.768837,0.86,0.89,md,23,81,0.01507,0.05,nc,nc73708501,2022-03-21T20:48:34.285Z,"2km NW of The Geysers, CA",earthquake,0.22,0.42,0.06,5,automatic,nc,nc
2022-03-21T20:45:55.694Z,31.69099085,-104.477429,5.437451172,1.9,ml,5,112,0.02998281054,0.1,tx,tx2022fpxv,2022-03-22T19:17:09.540Z,"54 km S of Whites City, New Mexico",earthquake,1.899519744,1.731997759,0.2,5,reviewed,tx,tx
2022-03-21T20:43:00.990Z,60.1485,-140.9888,1.1,2.7,ml,,,,0.77,ak,ak0223on5nh8,2022-03-21T21:24:07.040Z,"97 km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-21T20:38:55.690Z,47.7423333,-113.8245,1.39,-0.27,md,5,241,0.175,0.04,mb,mb80541189,2022-03-22T14:28:25.450Z,"17 km E of Finley Point, Montana",earthquake,0.83,1.07,0.062,2,reviewed,mb,mb
2022-03-21T20:33:38.530Z,19.1631660461426,-155.461837768555,32.3800010681152,1.84000003,md,26,166,,0.140000001,hv,hv72958262,2022-03-21T20:36:49.720Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.85,1.11000001,0.910000026,3,automatic,hv,hv
2022-03-21T20:31:39.890Z,34.5645,-118.0575,7.67,0.74,ml,12,64,0.04372,0.07,ci,ci39973727,2022-03-21T20:54:16.731Z,"4km ESE of Palmdale, CA",earthquake,0.19,0.35,0.183,6,reviewed,ci,ci
2022-03-21T20:18:59.442Z,-21.0254,-69.951,30.64,4.4,mb,,141,0.297,0.97,us,us6000h6ia,2022-03-22T03:03:13.516Z,"92 km SSE of Iquique, Chile",earthquake,3.1,6.5,0.156,14,reviewed,us,us
2022-03-21T20:12:45.690Z,47.7615,-113.7801667,7.89,0.89,ml,13,144,0.186,0.13,mb,mb80541154,2022-03-21T20:50:41.190Z,"19 km SSE of Swan Lake, Montana",earthquake,0.61,1.83,0.031,2,reviewed,mb,mb
2022-03-21T20:11:57.920Z,42.1365,145.6882,10,4.4,mb,,125,1.888,0.6,us,us6000h6ib,2022-03-21T21:19:54.040Z,"132 km S of Nemuro, Japan",earthquake,7.8,1.9,0.123,23,reviewed,us,us
2022-03-21T20:08:59.837Z,62.9865,-148.4388,50.4,2.4,ml,,,,0.74,ak,ak0223omy9xm,2022-03-21T20:20:53.613Z,"52 km SSE of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-21T20:05:10.919Z,35.24883333,-97.82366667,6.88,1.33,ml,47,55,0.05668887571,0.41,ok,ok2022fpwm,2022-03-21T20:12:44.286Z,"4 km SSW of Tuttle, Oklahoma",earthquake,,0.7,0.22,21,reviewed,ok,ok
2022-03-21T20:00:45.670Z,17.9435,-67.0993333333333,9.94,1.21,md,3,289,,0.04,pr,pr71341163,2022-03-21T23:37:23.540Z,"6 km WSW of La Parguera, Puerto Rico",earthquake,0.84,0.88,0.0219627888170721,3,reviewed,pr,pr
2022-03-21T19:57:42.930Z,32.915,-116.947,-0.17,1.53,ml,35,102,0.07829,0.27,ci,ci39973695,2022-03-21T20:42:35.520Z,"7km NNW of Lakeside, CA",quarry blast,0.52,31.61,0.204,15,reviewed,ci,ci
2022-03-21T19:52:35.040Z,33.8335,-116.1791667,7.4,1.08,ml,27,105,0.05084,0.12,ci,ci39973679,2022-03-21T20:31:52.392Z,"13km NNE of Indio, CA",earthquake,0.19,0.51,0.169,14,reviewed,ci,ci
2022-03-21T19:45:07.861Z,31.61539895,-103.991424,9.962060547000002,2.7,ml,10,104,0.09673849398,0.2,tx,tx2022fpvv,2022-03-22T09:57:43.906Z,"38 km NNW of Toyah, Texas",earthquake,1.7484822849999997,3.110096878,0.1,6,reviewed,tx,tx
2022-03-21T19:38:26.160Z,47.76,-113.782,7.11,2.29,ml,20,144,0.186,0.13,mb,mb80541144,2022-03-21T19:54:49.770Z,"19 km SSE of Swan Lake, Montana",earthquake,0.48,1.14,0.343,8,reviewed,mb,mb
2022-03-21T19:36:25.180Z,18.492,-66.1928333333333,105.78,3.08,md,14,192,,0.25,pr,pr71341108,2022-03-21T19:58:59.691Z,"4 km NNW of Levittown, Puerto Rico",earthquake,2.05,1.07,0.151303576462783,11,reviewed,pr,pr
2022-03-21T19:34:07.290Z,17.9635,-67.006,10.13,1.34,md,4,248,,0.05,pr,pr71341153,2022-03-21T23:32:42.420Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.66,0.75,0.0383254029724324,4,reviewed,pr,pr
2022-03-21T19:26:22.730Z,-8.3129,119.7584,39.77,4.6,mb,,106,2.473,0.72,us,us6000h6i0,2022-03-21T20:26:23.040Z,"24 km NW of Labuan Bajo, Indonesia",earthquake,8.1,9.3,0.1,30,reviewed,us,us
2022-03-21T19:24:47.068Z,62.4961,-149.8895,57.3,2,ml,,,,0.38,ak,ak0223omg8rr,2022-03-21T19:31:14.750Z,"12 km ENE of Chase, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-21T19:21:20.190Z,35.6496667,-117.5483333,9.36,1.35,ml,23,88,0.09433,0.13,ci,ci39973663,2022-03-21T20:24:38.630Z,"12km ENE of Ridgecrest, CA",earthquake,0.19,0.6,0.112,11,reviewed,ci,ci
2022-03-21T19:18:51.660Z,39.414,-110.2981667,-3.02,1.49,ml,8,201,0.02317,0.16,uu,uu60486587,2022-03-21T20:11:54.260Z,"17 km SSE of Sunnyside, Utah",earthquake,0.92,1.65,0.078,2,reviewed,uu,uu
2022-03-21T19:18:46.748Z,62.9675,-149.3196,0,1.6,ml,,,,1.02,ak,ak0223omeyhu,2022-03-21T19:30:40.961Z,"50 km SSW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-21T19:16:47.810Z,35.0543333,-118.3445,-0.24,0.97,ml,11,104,0.06363,0.09,ci,ci39973655,2022-03-21T20:19:34.868Z,"13km SE of Tehachapi, CA",quarry blast,0.32,0.82,0.143,5,reviewed,ci,ci
2022-03-21T19:14:43.369Z,59.7463,-151.465,36.3,1.9,ml,,,,0.75,ak,ak0223ome3df,2022-03-21T19:26:47.258Z,"8 km NNW of Kachemak, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-03-21T19:12:58.878Z,61.9368,-149.9837,41.3,1.5,ml,,,,0.76,ak,ak0223omdp4z,2022-03-21T19:25:53.434Z,"21 km N of Willow, Alaska",earthquake,,1.9,,,automatic,ak,ak
2022-03-21T19:05:25.860Z,46.0105,-112.4628333,-2,1.85,ml,16,114,0.064,0.12,mb,mb80541134,2022-03-21T19:44:04.310Z,"5 km E of Butte, Montana",quarry blast,0.54,31.61,0.253,12,reviewed,mb,mb
2022-03-21T19:04:29.790Z,35.711,-117.5178333,6.46,0.77,ml,12,159,0.123,0.08,ci,ci39973623,2022-03-21T20:48:23.298Z,"12km WSW of Searles Valley, CA",earthquake,0.27,0.72,0.061,7,reviewed,ci,ci
2022-03-21T19:03:19.635Z,61.3697,-150.0645,35.7,1.6,ml,,,,0.72,ak,ak0223ombonv,2022-03-21T19:14:49.593Z,"4 km WNW of Point MacKenzie, Alaska",earthquake,,1,,,automatic,ak,ak
2022-03-21T18:57:55.160Z,38.9855,-123.4313333,-0.38,1.02,md,12,94,0.06454,0.11,nc,nc71127474,2022-03-22T21:11:04.297Z,"6km WSW of Boonville, CA",earthquake,0.3,0.9,0.171,10,reviewed,nc,nc
2022-03-21T18:57:20.270Z,37.5576667,-118.799,7.18,0.92,md,8,245,0.0402,0.07,nc,nc73708476,2022-03-21T19:39:47.990Z,"10km W of Toms Place, CA",earthquake,0.59,0.95,0.213,8,reviewed,nc,nc
2022-03-21T18:56:41.340Z,37.5553333,-118.8073333,6.05,0.6,md,7,151,0.03871,0.05,nc,nc73708471,2022-03-21T19:51:15.354Z,"11km W of Toms Place, CA",earthquake,0.56,1.29,0.155,6,reviewed,nc,nc
2022-03-21T18:56:19.010Z,38.7915001,-122.8068314,3.12,0.89,md,25,80,0.004323,0.03,nc,nc73708466,2022-03-21T18:57:54.007Z,"5km WNW of The Geysers, CA",earthquake,0.24,0.49,0.16,5,automatic,nc,nc
2022-03-21T18:54:32.840Z,34.9915,-118.194,2.19,1.23,ml,15,75,0.116,0.19,ci,ci39973615,2022-03-21T20:17:38.480Z,"7km SSW of Mojave, CA",earthquake,0.55,0.94,0.121,9,reviewed,ci,ci
2022-03-21T18:52:09.565Z,64.2285,-150.0053,8.9,1.5,ml,,,,0.84,ak,ak0223om0qd8,2022-03-21T19:07:54.182Z,"39 km W of Clear, Alaska, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-21T18:29:33.113Z,38.7685,-118.8191,7.1,1.3,ml,18,101.31,0.393,0.1519,nn,nn00835736,2022-03-22T02:38:33.159Z,"14 km NNW of Walker Lake, Nevada",earthquake,,3.3,0.25,6,reviewed,nn,nn
2022-03-21T18:20:52.840Z,45.32,-121.68783333333333,5.72,0.4,ml,7,164,0.02613,0.16,uw,uw61815022,2022-03-21T18:34:38.710Z,"5 km ENE of Government Camp, Oregon",earthquake,0.69,0.8,0.1389010225835075,2,reviewed,uw,uw
2022-03-21T18:20:27.560Z,19.2106666564941,-155.420166015625,34.2200012207031,2.08,ml,37,142,,0.119999997,hv,hv72958172,2022-03-21T18:25:58.840Z,"6 km E of Pāhala, Hawaii",earthquake,0.64,0.860000014,3.76,6,automatic,hv,hv
2022-03-21T18:19:26.070Z,38.8186684,-122.8233337,2.17,0.85,md,13,52,0.0108,0.01,nc,nc73708461,2022-03-21T18:21:02.352Z,"7km NW of The Geysers, CA",earthquake,0.29,0.8,,1,automatic,nc,nc
2022-03-21T18:18:02.000Z,38.829,-122.8128333,2.2,0.43,md,16,163,0.005997,0.02,nc,nc73708456,2022-03-21T21:05:16.913Z,"8km NW of The Geysers, CA",earthquake,0.3,0.48,0.134,3,reviewed,nc,nc
2022-03-21T18:14:50.340Z,41.7146667,-125.4428333,24.18,3.08,ml,19,265,0.9313,0.26,nc,nc73708446,2022-03-21T22:52:13.425Z,"103km WSW of Brookings, OR",earthquake,1.5,18.14,0.141,13,reviewed,nc,nc
2022-03-21T18:07:33.590Z,37.547,-118.8135,3.12,0.35,md,5,251,0.04471,0.08,nc,nc73708441,2022-03-21T18:48:11.902Z,"12km W of Toms Place, CA",earthquake,0.95,31.61,0.086,4,reviewed,nc,nc
2022-03-21T18:01:32.572Z,63.102,-150.4953,90.9,1.1,ml,,,,0.3,ak,ak0223olpumh,2022-03-21T18:04:47.970Z,"68 km NNE of Petersville, Alaska",earthquake,,1.4,,,automatic,ak,ak
2022-03-21T17:57:20.390Z,19.2401676177979,-155.408340454102,35.8899993896484,1.73000002,md,27,136,,0.109999999,hv,hv72958152,2022-03-21T18:00:31.950Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.63,0.860000014,0.860000014,3,automatic,hv,hv
2022-03-21T17:56:25.770Z,18.0008333333333,-66.996,9.35,1.8,md,5,134,,0.11,pr,pr71341138,2022-03-21T22:27:29.090Z,"6 km ENE of La Parguera, Puerto Rico",earthquake,0.68,1.23,0.120703930812816,5,reviewed,pr,pr
2022-03-21T17:48:11.710Z,42.68333333333333,-124.76633333333334,9.6,2.39,ml,9,277,0.2139,0.21,uw,uw61815012,2022-03-21T19:31:55.360Z,"23 km WSW of Port Orford, Oregon",earthquake,1.15,4.88,0.07131076378070822,3,reviewed,uw,uw
2022-03-21T17:37:30.120Z,47.7725,-122.92933333333333,-0.27,1.1,ml,5,162,0.04241,0.14,uw,uw61815007,2022-03-21T19:36:12.480Z,"6 km SW of Quilcene, Washington",explosion,0.64,31.61,0.17358220845006872,3,reviewed,uw,uw
2022-03-21T17:29:23.950Z,19.3435,-155.2105,7.37,2.11,ml,34,67,,0.06,hv,hv72958127,2022-03-21T21:08:45.920Z,"11 km SSE of Volcano, Hawaii",earthquake,0.29,0.56,0.256409860566742,20,reviewed,hv,hv
2022-03-21T17:24:59.420Z,35.7136667,-117.5635,11.34,1.21,ml,21,74,0.1055,0.12,ci,ci39973527,2022-03-21T20:46:25.917Z,"14km NE of Ridgecrest, CA",earthquake,0.22,0.54,0.078,11,reviewed,ci,ci
2022-03-21T17:19:28.641Z,63.3763,-151.3263,1.2,1.4,ml,,,,0.58,ak,ak0223ol89ls,2022-03-21T17:33:07.765Z,"26 km SE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-21T17:02:54.452Z,60.7743,-151.7245,75.8,2.2,ml,,,,0.57,ak,ak0223ol4oft,2022-03-21T17:11:25.641Z,"25 km WNW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-21T16:54:04.936Z,63.4853,-150.8985,0,1.2,ml,,,,0.9,ak,ak0223okua7r,2022-03-21T17:06:58.707Z,"41 km E of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-21T16:49:48.133Z,61.457,-146.6291,28.7,1.6,ml,,,,1.06,ak,ak0223oktazc,2022-03-21T17:02:59.487Z,"39 km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-21T16:46:59.780Z,19.1801662445068,-155.466339111328,30.6200008392334,2.27,ml,45,100,,0.100000001,hv,hv72958107,2022-03-21T16:59:04.040Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.43,0.610000014,2.87,10,automatic,hv,hv
2022-03-21T16:42:54.100Z,37.8916667,-122.251,6.55,2.07,md,68,34,0.01422,0.09,nc,nc73708431,2022-03-22T01:24:13.292Z,"3km NE of Berkeley, CA",earthquake,0.14,0.19,0.118,48,reviewed,nc,nc
2022-03-21T16:35:45.161Z,21.8923,143.1812,202.03,4.1,mb,,141,11.571,0.69,us,us6000h6fk,2022-03-21T17:28:48.040Z,"Mariana Islands region",earthquake,13.1,8.6,0.09,37,reviewed,us,us
